iter	Logloss
212	0.07312609878
213	0.07267959624
214	0.0721310162
215	0.07185380575
216	0.07141504134
217	0.07103652466
218	0.0708013769
219	0.07038822072
220	0.0700271747
221	0.06974685638
222	0.06946366721
223	0.06907005488
224	0.06858837216
225	0.06829118929
226	0.06788640552
227	0.06767219713
228	0.06731779103
229	0.06700330567
230	0.06667743566
231	0.06632629239
232	0.06605727853
233	0.06576246945
234	0.06547139848
235	0.06513279453
236	0.06478229386
237	0.06456217172
238	0.06420900234
239	0.06387503092
240	0.06359289241
241	0.06320965008
242	0.06287641202
243	0.06260904132
244	0.06227955638
245	0.06181664584
246	0.06151529098
247	0.06118873005
248	0.06093973262
249	0.06066191769
250	0.06035764475
251	0.06006711791
252	0.05988571812
253	0.05955266449
254	0.05929471816
255	0.05893730125
256	0.05864600102
257	0.05833489647
258	0.05810782335
259	0.05783592868
260	0.05761637953
261	0.05729070294
262	0.05709518901
263	0.05691644709
264	0.05664292357
265	0.05639669344
266	0.05613662552
267	0.05590965902
268	0.05557062919
269	0.05532174582
270	0.05506390349
271	0.05484540042
272	0.05458690142
273	0.05441360534
274	0.05420332202
275	0.05396131746
276	0.0537185532
277	0.05355794137
278	0.05326627304
279	0.05307652083
280	0.05288298217
281	0.05256330343
282	0.0523837629
283	0.05223451937
284	0.05191187772
285	0.05169692049
286	0.05145378251
287	0.05122620872
288	0.05098388638
289	0.05080312006
290	0.05060344401
291	0.05026227677
292	0.05002760612
293	0.04978749311
294	0.04960714357
295	0.04935957583
296	0.04913681586
297	0.0489558521
298	0.0487364776
299	0.04853757318
300	0.04833357509
301	0.04815683635
302	0.04798273954
303	0.0477346586
304	0.04748916532
305	0.04723369099
306	0.0470446306
307	0.04680740858
308	0.04666797521
309	0.04647547781
310	0.0463020941
311	0.04613357556
312	0.04588906437
313	0.04571968328
314	0.04552658977
315	0.04530635341
316	0.0451610806
317	0.0449345762
318	0.04478805479
319	0.04457440572
320	0.04434934161
321	0.04413702104
322	0.04397222035
323	0.04378354412
324	0.04358761692
325	0.04347652932
326	0.0432637897
327	0.04310608032
328	0.04293580644
329	0.04277315264
330	0.04255058694
331	0.04240360431
332	0.0421729754
333	0.04201061157
334	0.04180560745
335	0.04156019044
336	0.04140813035
337	0.04129568827
338	0.04110907612
339	0.04097891239
340	0.04086555939
341	0.0406954194
342	0.0405337851
343	0.04035505705
344	0.04020356612
345	0.04001401296
346	0.03985984605
347	0.03973617466
348	0.03958070644
349	0.0394900074
350	0.03934284893
351	0.03913544887
352	0.03903923443
353	0.03888323267
354	0.03876033116
355	0.03864381797
356	0.03852155897
357	0.03840751197
358	0.0382740902
359	0.03814962333
360	0.03801464056
361	0.03787226424
362	0.03770154042
363	0.03755344436
364	0.03745265365
365	0.03730994357
366	0.03717957845
367	0.03701791805
368	0.03690069597
369	0.03676944626
370	0.03661302121
371	0.03650718956
372	0.03640214838
373	0.03626574456
374	0.03612500982
375	0.03600650809
376	0.03584481377
377	0.03572774351
378	0.03559865598
379	0.03548760102
380	0.03537163799
381	0.03527218759
382	0.03513878851
383	0.03504504435
384	0.03494286559
385	0.03479065349
386	0.03463971403
387	0.03447014258
388	0.03435643561
389	0.03423749063
390	0.03409264018
391	0.03396532638
392	0.03386349796
393	0.03374636308
394	0.03364538894
395	0.03353046712
396	0.03341412163
397	0.03330551787
398	0.03317095824
399	0.03306403425
400	0.03293097867
401	0.03280063626
402	0.03268822432
403	0.03255025293
404	0.03243967275
405	0.03232700178
406	0.03220715352
407	0.03207690686
408	0.03196885758
409	0.03185230917
410	0.03176264431
411	0.03165108008
412	0.03153291144
413	0.03144703278
414	0.0313732811
415	0.03131986522
416	0.03119312754
417	0.03107833148
418	0.03099491489
419	0.03092214972
420	0.03082163092
421	0.03072819533
422	0.03062109805
423	0.03053863196
424	0.03044048495
425	0.03031980575
426	0.0302191125
427	0.03012830811
428	0.03001158733
429	0.02990574191
430	0.02978990498
431	0.02970552879
432	0.02959316621
433	0.02952140378
434	0.02943479721
435	0.02932686161
436	0.02926565533
437	0.02915150433
438	0.02904442601
439	0.02890722752
440	0.02882674821
441	0.02872868156
442	0.02866350233
443	0.02855624624
444	0.0284841741
445	0.0284093674
446	0.02834671617
447	0.02823672004
448	0.02813966163
449	0.02804249123
450	0.02792550487
451	0.02785107318
452	0.02777774137
453	0.02769774938
454	0.02758733695
455	0.02749074517
456	0.0274123997
457	0.02733073177
458	0.02726118526
459	0.02719440774
460	0.02711931876
461	0.02700691929
462	0.02696010058
463	0.02692180572
464	0.02681602013
465	0.02671348553
466	0.02666078681
467	0.02657368091
468	0.02649741788
469	0.02641906174
470	0.026360608
471	0.02630342581
472	0.02626064068
473	0.02618463143
474	0.02608633859
475	0.02597046691
476	0.02590670152
477	0.02582195509
478	0.02574082007
479	0.02569185717
480	0.02559899498
481	0.02554982153
482	0.02548708529
483	0.02542222078
484	0.02537085252
485	0.02529654777
486	0.02522242196
487	0.02514432861
488	0.02504499854
489	0.02498352339
490	0.02492507772
491	0.02481449409
492	0.02471066995
493	0.02462442313
494	0.02453544696
495	0.02446890113
496	0.02440030461
497	0.02433052683
498	0.02424447555
499	0.02416288914
500	0.02411763572
501	0.02406456009
502	0.02401776323
503	0.0239363063
504	0.02387822079
505	0.02380705472
506	0.02371601111
507	0.02367121606
508	0.02364565619
509	0.02356424529
510	0.0234941189
511	0.02342239245
512	0.02333491861
513	0.02327736418
514	0.02318967384
515	0.02312047671
516	0.02306711132
517	0.02297702597
518	0.0229076694
519	0.0228398874
520	0.02279480536
521	0.02274785353
522	0.02269192468
523	0.02260524707
524	0.02253035531
525	0.02246033176
526	0.02241001403
527	0.02234900698
528	0.02227738796
529	0.02221250841
530	0.02214225232
531	0.02206866311
532	0.02199712761
533	0.02193950028
534	0.02186303566
535	0.02177130346
536	0.021707125
537	0.02163916203
538	0.02158338268
539	0.02154609468
540	0.02149437779
541	0.02143137296
542	0.02134542506
543	0.02130634977
544	0.021254141
545	0.02119696114
546	0.02113588694
547	0.02107922449
548	0.02103520964
549	0.02099488346
550	0.02095177493
551	0.02090860027
552	0.02086087152
553	0.02079942872
554	0.02076523239
555	0.0207076178
556	0.02065104518
557	0.02061554217
558	0.0205547253
559	0.02050756739
560	0.02044331531
561	0.02038596188
562	0.02032393298
563	0.02028173488
564	0.02021107552
565	0.02015873906
566	0.02011548288
567	0.02008029521
568	0.02003238449
569	0.01998133293
570	0.01991644687
571	0.01987701453
572	0.01979607866
573	0.01972745559
574	0.01966281484
575	0.01960912771
576	0.0195285101
577	0.01949477088
578	0.01945407162
579	0.0193963232
580	0.01935178545
581	0.01930648528
582	0.01924023461
583	0.01919184733
584	0.01914864293
585	0.01907532116
586	0.01903569713
587	0.01895723442
588	0.01891351161
589	0.01886444667
590	0.01882076792
591	0.01876166235
592	0.01872662227
593	0.01866699825
594	0.01862320011
595	0.01858971826
596	0.01855105153
597	0.0185112434
598	0.01845018737
599	0.01842672742
600	0.01837378082
601	0.01833263486
602	0.01828074595
603	0.01823538561
604	0.01819957286
605	0.01814699228
606	0.01810227866
607	0.01806149148
608	0.01800600296
609	0.01798008788
610	0.01793003147
611	0.01787018379
612	0.01781550875
613	0.01778101021
614	0.01772137467
615	0.01767332611
616	0.01762339905
617	0.01757092413
618	0.01751506672
619	0.01748019189
620	0.01741525987
621	0.01737197875
622	0.01731826864
623	0.01729402497
624	0.01725311488
625	0.0172199426
626	0.01716249247
627	0.01712302077
628	0.01705952034
629	0.01701952637
630	0.01699238555
631	0.01693807021
632	0.0169155822
633	0.01689284189
634	0.01682545153
635	0.01677736789
636	0.01674014385
637	0.01669515494
638	0.01663956965
639	0.01660892974
640	0.01656137625
641	0.01652102276
642	0.01647369414
643	0.016431179
644	0.01639044903
645	0.01636450431
646	0.01631993449
647	0.01628151949
648	0.01625386666
649	0.01619741495
650	0.01616708017
651	0.01613471678
652	0.01610450994
653	0.01606291481
654	0.01602425287
655	0.01597749281
656	0.01595321062
657	0.01590620647
658	0.015865692
659	0.01582310991
660	0.01578075264
661	0.01574905108
662	0.01571959177
663	0.01569132048
664	0.01564896556
665	0.01561358953
666	0.01558532082
667	0.01554140573
668	0.01551178131
669	0.01547770772
670	0.01544005922
671	0.01540143866
672	0.01534730969
673	0.01532450705
674	0.01529672554
675	0.01526244135
676	0.01521242988
677	0.01518044444
678	0.01514145034
679	0.01511282198
680	0.01508224596
681	0.0150362874
682	0.01499223367
683	0.01496859603
684	0.01493460859
685	0.01490269853
686	0.01489066539
687	0.0148608755
688	0.01483230608
689	0.01478569896
690	0.01475086696
691	0.01471623323
692	0.01469777863
693	0.01466815396
694	0.01463659062
695	0.01460940543
696	0.01457718248
697	0.0145503041
698	0.01451175922
699	0.01447967081
700	0.01443727529
701	0.01441086426
702	0.01439258949
703	0.01435180995
704	0.01430550608
705	0.01427518295
706	0.01423042477
707	0.01418817131
708	0.01416007264
709	0.01413338967
710	0.01409684969
711	0.01407303248
712	0.01404535025
713	0.01401504717
714	0.0139800585
715	0.01395972617
716	0.0139222704
717	0.01388908213
718	0.01386879392
719	0.01384578529
720	0.01381839907
721	0.01378504711
722	0.01374853375
723	0.01371454092
724	0.01367730186
725	0.0136561679
726	0.01361338031
727	0.01357518748
728	0.01354434708
729	0.01351116499
730	0.01347765133
731	0.01345777629
732	0.01343027757
733	0.01340358809
734	0.01336420896
735	0.01333096304
736	0.0133020573
737	0.01326803871
738	0.01323536084
739	0.01321047335
740	0.01319577862
741	0.01316357839
742	0.01313534864
743	0.01310843325
744	0.01307250544
745	0.01304290718
746	0.013015146
747	0.01298891282
748	0.01297454604
749	0.01293148941
750	0.01290119099
751	0.01287034035
752	0.01284423378
753	0.01281204655
754	0.01279653498
755	0.01275734716
756	0.0127393635
757	0.01271018773
758	0.01269537474
759	0.01267691542
760	0.01265648077
761	0.01262761644
762	0.01259893451
763	0.01256493227
764	0.01255262087
765	0.01252106227
766	0.01249062148
767	0.01248053828
768	0.0124597659
769	0.01242662213
770	0.01240601476
771	0.01237885577
772	0.01235591797
773	0.01232856347
774	0.01229600106
775	0.01228313442
776	0.01226285788
777	0.01223887874
778	0.01220923666
779	0.01217029536
780	0.01214684364
781	0.01212200443
782	0.01209137779
783	0.01206124534
784	0.01203827372
785	0.01201156076
786	0.01198741417
787	0.01196466653
788	0.0119374596
789	0.01190615794
790	0.01188232353
791	0.01186281733
792	0.01184465873
793	0.01181623376
794	0.01179077831
795	0.01177348814
796	0.01175892297
797	0.01173458503
798	0.01171489512
799	0.01168740039
800	0.01168221032
801	0.01165726646
802	0.01163501892
803	0.01161208213
804	0.0115917044
805	0.01156618332
806	0.0115419768
807	0.01153268708
808	0.01151846593
809	0.01149604429
810	0.01146629879
811	0.01143667583
812	0.01140711812
813	0.01137267939
814	0.01135217501
815	0.01133680045
816	0.01131955777
817	0.01130431136
818	0.01128017091
819	0.01124228434
820	0.0112193335
821	0.01119553704
822	0.01116510497
823	0.01114982117
824	0.01112844176
825	0.0111102102
826	0.01109625096
827	0.01107482746
828	0.0110561426
829	0.01103223692
830	0.01101685314
831	0.01097962171
832	0.01095970837
833	0.01093548824
834	0.01092388398
835	0.0109089234
836	0.0108879401
837	0.0108760894
838	0.01086555442
839	0.01083760406
840	0.01081086421
841	0.01079063277
842	0.01076606385
843	0.01075035527
844	0.0107264034
845	0.01070442533
846	0.01068198547
847	0.01064895816
848	0.01063505098
849	0.01062199378
850	0.01060470605
851	0.01060294456
852	0.0105841181
853	0.01055950391
854	0.01053933388
855	0.01052240082
856	0.01050025502
857	0.01047135875
858	0.01044721587
859	0.01044173695
860	0.01041902102
861	0.01039766475
862	0.01038416119
863	0.0103664442
864	0.01035099252
865	0.0103373783
866	0.01030556315
867	0.0102862785
868	0.01026788675
869	0.01025222359
870	0.01023535652
871	0.01021156079
872	0.01018419436
873	0.01016686331
874	0.01013998249
875	0.01011816502
876	0.0101020365
877	0.01007915005
878	0.01005464648
879	0.01003453014
880	0.01001495632
881	0.009987767386
882	0.009965798032
883	0.009945749283
884	0.00992956984
885	0.009915845725
886	0.009901767092
887	0.009888883963
888	0.009877554776
889	0.009858710268
890	0.009840167323
891	0.009819996973
892	0.009809572913
893	0.009797422222
894	0.009783442874
895	0.009774003339
896	0.009753338777
897	0.009730822049
898	0.009712113675
899	0.009698647264
900	0.009673055522
901	0.009665051524
902	0.009654696197
903	0.009642816926
904	0.009626638813
905	0.009607316892
906	0.009588775452
907	0.009566111845
908	0.009544881655
909	0.009519626117
910	0.009499020072
911	0.009481016277
912	0.009461920885
913	0.009448844946
914	0.009441726609
915	0.009430550009
916	0.009404828776
917	0.009390939386
918	0.00937067972
919	0.009346806514
920	0.009333673593
921	0.009320116612
922	0.009307247594
923	0.009293490139
924	0.009281963503
925	0.009270939815
926	0.009263961327
927	0.009253108046
928	0.009238988517
929	0.009221295931
930	0.009211941816
931	0.009201487741
932	0.009186858915
933	0.009163640549
934	0.009154681305
935	0.00912839831
936	0.009112756759
937	0.009096536321
938	0.009076969278
939	0.009066131378
940	0.009049990654
941	0.009041563667
942	0.009028407157
943	0.009009626177
944	0.008998639267
945	0.008996963205
946	0.00897942764
947	0.008962242775
948	0.008949421789
949	0.008931313252
950	0.008919148045
951	0.008909529013
952	0.008890297695
953	0.008888019903
954	0.008866137347
955	0.008854622158
956	0.008841206901
957	0.008821079668
958	0.00879746825
959	0.008775850242
960	0.008759481436
961	0.008740615968
962	0.008720442863
963	0.008705934803
964	0.008689888586
965	0.008682344419
966	0.008662448644
967	0.00864638953
968	0.008640146692
969	0.008632178735
970	0.008620719991
971	0.008609580696
972	0.008595865408
973	0.008582059006
974	0.008577248699
975	0.008556217405
976	0.008541518049
977	0.00852671013
978	0.008508472558
979	0.008502571238
980	0.008492626904
981	0.008470453272
982	0.008464986233
983	0.008451865667
984	0.008431952747
985	0.008421980647
986	0.008412792378
987	0.008394877501
988	0.008371925259
989	0.008367495585
990	0.008351938665
991	0.008337098594
992	0.008320870536
993	0.008319221244
994	0.008308509691
995	0.008291977179
996	0.008280004489
997	0.008264222517
998	0.008250773162
999	0.008232399627
